9102,,park,219.9,48.2,1,5231
9016,Mimar Sinan Parkı,park,221,47.5,2,5147
6271,,park,221.6,48.1,3,5217
4341,Biget Steak & Co.,restaurant,221.7,48.3,4,5255
9017,Mimar Sinan Parkı,park,221.9,47.5,5,5145
8109,,park,252.5,35.6,1070,1
2437,Kahta araames,restaurant,252.6,35.6,1082,4
6962,Kızılcık bahçesi,park,252.7,35.6,1098,3
6694,,park,252.9,35.6,1112,2
8665,Zekayi Şengör Parkı,park,253.3,35.7,1135,5
